0	66
5	2
15	2
16	1
21	2
22	8
26	3
27	5
33	1
36	2
38	4
42	4
44	5
47	6
50	5
52	4
55	11
57	6
61	11
63	6
66	7
68	8
72	9
73	5
77	6
78	7
83	5
84	13
88	3
89	4
94	6
100	8
