0	5
22	4
26	1
27	1
36	2
38	3
42	3
44	1
47	3
50	1
52	1
55	3
57	3
61	3
63	2
66	4
68	3
72	5
73	3
77	2
78	3
83	1
84	7
89	5
94	3
100	2
