0	73
5	2
10	2
11	1
15	1
16	1
18	1
19	2
21	4
25	1
26	2
27	2
28	1
30	2
31	1
33	4
34	2
36	2
38	5
39	1
40	1
42	3
43	1
44	5
45	1
46	1
47	1
48	2
50	14
52	3
54	5
55	7
57	3
58	1
61	7
63	1
64	1
65	2
66	7
68	2
70	3
72	5
73	3
75	1
76	3
77	3
78	1
82	1
83	4
86	2
88	5
89	3
90	1
94	8
100	7
