0	4
15	1
17	1
21	2
22	1
31	2
32	2
33	2
38	1
42	1
44	4
45	3
47	1
48	1
50	8
54	2
55	5
57	3
58	1
59	1
61	5
62	1
66	1
68	1
73	1
77	2
78	1
82	1
83	2
88	3
89	3
94	8
100	6
